"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CCRETT01","Relative consumer price indices","BEL","Belgium","M","Monthly","2022-04","Apr-2022","IDX","Index","0","Units","2010_100","2010=100",104.3284,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","M","Monthly","2022-05","May-2022","IDX","Index","0","Units","2010_100","2010=100",104.4192,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","M","Monthly","2022-06","Jun-2022","IDX","Index","0","Units","2010_100","2010=100",104.6893,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","M","Monthly","2022-07","Jul-2022","IDX","Index","0","Units","2010_100","2010=100",104.0601,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","M","Monthly","2022-08","Aug-2022","IDX","Index","0","Units","2010_100","2010=100",103.9605,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","M","Monthly","2022-09","Sep-2022","IDX","Index","0","Units","2010_100","2010=100",104.0263,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","M","Monthly","2022-10","Oct-2022","IDX","Index","0","Units","2010_100","2010=100",105.9308,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","M","Monthly","2022-11","Nov-2022","IDX","Index","0","Units","2010_100","2010=100",106.8156,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","M","Monthly","2022-12","Dec-2022","IDX","Index","0","Units","2010_100","2010=100",107.3616,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","M","Monthly","2023-01","Jan-2023","IDX","Index","0","Units","2010_100","2010=100",107.5163,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","M","Monthly","2023-02","Feb-2023","IDX","Index","0","Units","2010_100","2010=100",106.0332,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","M","Monthly","2023-03","Mar-2023","IDX","Index","0","Units","2010_100","2010=100",106.3914,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","M","Monthly","2023-04","Apr-2023","IDX","Index","0","Units","2010_100","2010=100",105.7772,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","M","Monthly","2023-05","May-2023","IDX","Index","0","Units","2010_100","2010=100",105.8239,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","M","Monthly","2023-06","Jun-2023","IDX","Index","0","Units","2010_100","2010=100",105.8395,,
